,NP_Synthesis,NP size_avg (nm),shape,method,Bacteria,NP_concentration (μg/ml),ZOI,reference,time (hr),Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"min_Incub_period, h","growth_temp, C",biosafety_level,isolated_from,Strain,Coating,Solvent for extract,Precursor of NP,"Temperature for extract, C","Duration preparing extract, min",Concentration of precursor (mM),DONE?,,COUNT of DONE,
887,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Staphylococcus aureus,1.33,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
888,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Staphylococcus aureus,0.66,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
889,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Salmonella enterica,170.0,20.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,37.0,2.0,food,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
890,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Salmonella enterica,85.0,18.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,37.0,2.0,food,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
891,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Salmonella enterica,42.5,16.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,37.0,2.0,food,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
892,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Salmonella enterica,21.25,14.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,37.0,2.0,food,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
893,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Salmonella enterica,10.625,12.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,37.0,2.0,food,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
894,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Salmonella enterica,0.31,11.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,37.0,2.0,food,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
895,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Salmonella enterica,2.65,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,37.0,2.0,food,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
896,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Salmonella enterica,1.33,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,37.0,2.0,food,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
897,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Salmonella enterica,0.66,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,37.0,2.0,food,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
898,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Candida albicans,170.0,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Fungi,Candida albicans,pathogenic,f,48.0,37.0,2.0,mouth,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
899,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Candida albicans,85.0,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Fungi,Candida albicans,pathogenic,f,48.0,37.0,2.0,mouth,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
900,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Candida albicans,42.5,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Fungi,Candida albicans,pathogenic,f,48.0,37.0,2.0,mouth,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
901,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Candida albicans,21.25,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Fungi,Candida albicans,pathogenic,f,48.0,37.0,2.0,mouth,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
902,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Candida albicans,10.625,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Fungi,Candida albicans,pathogenic,f,48.0,37.0,2.0,mouth,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
903,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Candida albicans,0.31,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Fungi,Candida albicans,pathogenic,f,48.0,37.0,2.0,mouth,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
904,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Candida albicans,2.65,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Fungi,Candida albicans,pathogenic,f,48.0,37.0,2.0,mouth,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
905,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Candida albicans,1.33,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Fungi,Candida albicans,pathogenic,f,48.0,37.0,2.0,mouth,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
906,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Candida albicans,0.66,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Fungi,Candida albicans,pathogenic,f,48.0,37.0,2.0,mouth,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
910,chemical_synthesis (sigma aldrich. 730785),10.0,triangular,disk_diffusion,Staphylococcus aureus,20.0,10.0,https://pubmed.ncbi.nlm.nih.gov/33672118/,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,,,,,,done,has Ag,,
911,chemical_synthesis (sigma aldrich. 730785),40.0,triangular,disk_diffusion,Staphylococcus aureus,20.0,10.0,https://pubmed.ncbi.nlm.nih.gov/33672118/,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,,,,,,done,has Ag,,
1100,green_synthesis using the methanolic extracts of marine algae (V. pachynema),35.0,spherical,disk_diffusion,Serratia marcescens,1000.0,26.6,https://doi.org/10.1016/j.bcab.2020.101719,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Bacteria,Serratia marcescens,opportunistic pathogen,n,2.0,30.0,2.0,water,,0,methanol,AgNO3,25,7200,1,done,Ag,1000M ?????,
1101,green_synthesis using the methanolic extracts of marine algae (V. pachynema),35.0,spherical,disk_diffusion,Micrococcus luteus,1000.0,20.6,https://doi.org/10.1016/j.bcab.2020.101719,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,Bacteria,Micrococcus luteus,non-pathogenic,p,240.0,30.0,1.0,soil,,0,methanol,AgNO3,25,7200,1,done,Ag,,
1102,green_synthesis using the methanolic extracts of marine algae (S. wightii),62.5,spherical,disk_diffusion,Serratia marcescens,1000.0,14.3,https://doi.org/10.1016/j.bcab.2020.101719,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Bacteria,Serratia marcescens,opportunistic pathogen,n,2.0,30.0,2.0,water,,0,methanol,AgNO3,25,7200,1,done,Ag,,
1103,green_synthesis using the methanolic extracts of marine algae (S. wightii),62.5,spherical,disk_diffusion,Micrococcus luteus,1000.0,15.3,https://doi.org/10.1016/j.bcab.2020.101719,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,Bacteria,Micrococcus luteus,non-pathogenic,p,240.0,30.0,1.0,soil,,0,methanol,AgNO3,25,7200,1,done,Ag,,
1112,chemical_synthesis using sodium borohydride and silver ions,3.0,spherical,disk_diffusion,Escherichia coli,100.0,14.0,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,ATCC 25922,0,deionized water,AgNO3,,,,done,Ag + Cu,,
1114,chemical_synthesis using sodium borohydride and silver ions,3.0,spherical,disk_diffusion,Escherichia coli,100.0,13.0,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,ATCC 10536,0,deionized water,AgNO3,,,,done,Ag + Cu,,
1116,chemical_synthesis using sodium borohydride and silver ions,3.0,spherical,disk_diffusion,Escherichia coli,100.0,15.0,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,deionized water,AgNO3,,,,done,Ag + Cu,,
1118,chemical_synthesis using sodium borohydride and silver ions,3.0,spherical,disk_diffusion,Escherichia coli,100.0,13.0,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,ATCC 8739,0,deionized water,AgNO3,,,,done,Ag + Cu,,
1120,chemical_synthesis using sodium borohydride and silver ions,3.0,spherical,disk_diffusion,Bacillus subtilis,102.0,11.0,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis group,non-pathogenic,p,0.16,30.0,1.0,soil,ATCC 6633,0,deionized water,AgNO3,,,,done,Ag + Cu,,
1122,chemical_synthesis using sodium borohydride and silver ions,3.0,spherical,disk_diffusion,Staphylococcus aureus,100.0,16.0,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,ATCC 6538P,0,deionized water,AgNO3,,,,done,Ag + Cu,,
1124,chemical_synthesis using sodium borohydride and silver ions,3.0,spherical,disk_diffusion,Staphylococcus aureus,100.0,16.0,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,ATCC 25923,0,deionized water,AgNO3,,,,done,Ag + Cu,,
1126,chemical_synthesis using sodium borohydride and silver ions,3.0,spherical,disk_diffusion,Staphylococcus aureus,104.0,16.0,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,ATCC 29213,0,deionized water,AgNO3,,,,done,Ag + Cu,,
1334,chemical_synthesis using AgNO3,10.0,spherical,disk_diffusion,Bacillus cereus,20.0,20.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus cereus group,pathogenic,p,4.0,30.0,2.0,food,,0,water (distilled),AgNO3,,,1,done,Ag,,
1335,chemical_synthesis using AgNO3,10.0,spherical,disk_diffusion,Escherichia coli,15.0,15.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,,,1,done,Ag,,
1336,chemical_synthesis using AgNO3,10.0,spherical,disk_diffusion,Klebsiella pneumoniae,30.0,30.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,30.0,2.0,respiratory tract,,0,water (distilled),AgNO3,,,1,done,Ag,,
1337,chemical_synthesis using AgNO3,10.0,spherical,disk_diffusion,Pseudomonas aeruginosa,20.0,20.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa group,opportunistic pathogen,n,24.0,37.0,2.0,soil,,0,water (distilled),AgNO3,,,1,done,Ag,,
1338,chemical_synthesis using AgNO3,10.0,spherical,disk_diffusion,Staphylococcus aureus,28.0,28.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water (distilled),AgNO3,,,1,done,Ag,,
1339,chemical_synthesis using AgNO3,10.0,spherical,disk_diffusion,Staphylococcus epidermidis,25.0,25.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37.0,2.0,nose,,0,water (distilled),AgNO3,,,1,done,Ag,,
1340,chemical_synthesis using AgNO3,10.0,spherical,disk_diffusion,Salmonella enterica,18.0,18.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,37.0,2.0,food,,0,water (distilled),AgNO3,,,1,done,Ag,,
1342,chemical_synthesis using AgNO3,10.0,spherical,disk_diffusion,Bacillus cereus,10.0,10.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus cereus group,pathogenic,p,4.0,30.0,2.0,food,,0,water (distilled),AgNO3,,,1,done,Ag,,
1343,chemical_synthesis using AgNO3,10.0,spherical,disk_diffusion,Escherichia coli,12.0,12.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,,,1,done,Ag,,
1344,chemical_synthesis using AgNO3,10.0,spherical,disk_diffusion,Klebsiella pneumoniae,13.0,13.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,30.0,2.0,respiratory tract,,0,water (distilled),AgNO3,,,1,done,Ag,,
1345,chemical_synthesis using AgNO3,10.0,spherical,disk_diffusion,Pseudomonas aeruginosa,14.0,14.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa group,opportunistic pathogen,n,24.0,37.0,2.0,soil,,0,water (distilled),AgNO3,,,1,done,Ag,,
1346,chemical_synthesis using AgNO3,10.0,spherical,disk_diffusion,Staphylococcus aureus,11.0,11.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water (distilled),AgNO3,,,1,done,Ag,,
1347,chemical_synthesis using AgNO3,10.0,spherical,disk_diffusion,Staphylococcus epidermidis,10.0,10.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37.0,2.0,nose,,0,water (distilled),AgNO3,,,1,done,Ag,,
1349,chemical_synthesis using AgNO3,10.0,spherical,disk_diffusion,Salmonella enterica,10.0,10.0,https://www.sciencedirect.com/science/article/pii/S0144861716313571,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,37.0,2.0,food,,0,water (distilled),AgNO3,,,1,done,Ag,,
1398,chemical_synthesis using AgNO3,15.0,spherical,disk_diffusion,Escherichia coli,170.0,26.0,https://www.tandfonline.com/doi/full/10.2147/IDR.S234425,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,sterile double distilled water,AgNO3,100,60,"0,1",done,has Ag,,
1399,chemical_synthesis using AgNO3,15.0,spherical,disk_diffusion,Escherichia coli,85.0,20.0,https://www.tandfonline.com/doi/full/10.2147/IDR.S234425,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,sterile double distilled water,AgNO3,100,60,"0,1",done,has Ag,,
1400,chemical_synthesis using AgNO3,15.0,spherical,disk_diffusion,Escherichia coli,42.5,18.0,https://www.tandfonline.com/doi/full/10.2147/IDR.S234425,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,sterile double distilled water,AgNO3,100,60,"0,1",done,has Ag,,
1401,chemical_synthesis using AgNO3,15.0,spherical,disk_diffusion,Escherichia coli,21.25,16.0,https://www.tandfonline.com/doi/full/10.2147/IDR.S234425,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,sterile double distilled water,AgNO3,100,60,"0,1",done,has Ag,,
1402,chemical_synthesis using AgNO3,15.0,spherical,disk_diffusion,Escherichia coli,10.625,15.0,https://www.tandfonline.com/doi/full/10.2147/IDR.S234425,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,sterile double distilled water,AgNO3,100,60,"0,1",done,has Ag,,
1403,chemical_synthesis using AgNO3,15.0,spherical,disk_diffusion,Escherichia coli,5.31,14.0,https://www.tandfonline.com/doi/full/10.2147/IDR.S234425,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,sterile double distilled water,AgNO3,100,60,"0,1",done,has Ag,,
1404,chemical_synthesis using AgNO3,15.0,spherical,disk_diffusion,Escherichia coli,2.65,13.0,https://www.tandfonline.com/doi/full/10.2147/IDR.S234425,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,sterile double distilled water,AgNO3,100,60,"0,1",done,has Ag,,
